"customerID","gender","Contract","estrato",".pred_Yes","ID_unit","Prob","Stratum","factor"
"4080-IIARD","Female","Month-to-month","1-1",0.377121551786933,4,0.429487179487179,1,2.32835820895522
"8108-UXRQN","Female","Month-to-month","1-1",0.291233388346357,7,0.429487179487179,1,2.32835820895522
"4846-WHAFZ","Female","Month-to-month","1-1",0.397884343396853,10,0.429487179487179,1,2.32835820895522
"4412-YLTKF","Female","Month-to-month","1-1",0.404202743472235,11,0.429487179487179,1,2.32835820895522
"4080-OGPJL","Female","Month-to-month","1-1",0.408626284221358,12,0.429487179487179,1,2.32835820895522
"8992-VONJD","Female","Month-to-month","1-1",0.310648715485382,13,0.429487179487179,1,2.32835820895522
"7825-ECJRF","Female","Month-to-month","1-1",0.561212979166668,14,0.429487179487179,1,2.32835820895522
"4522-AKYLR","Female","Month-to-month","1-1",0.349054025457881,17,0.429487179487179,1,2.32835820895522
"4385-GZQXV","Female","Month-to-month","1-1",0.603418582813766,18,0.429487179487179,1,2.32835820895522
"4800-VHZKI","Female","Month-to-month","1-1",0.386020341136305,22,0.429487179487179,1,2.32835820895522
"4612-SSVHJ","Female","Month-to-month","1-1",0.587786240974555,26,0.429487179487179,1,2.32835820895522
"6778-YSNIH","Female","Month-to-month","1-1",0.402597985425509,27,0.429487179487179,1,2.32835820895522
"6235-VDHOM","Female","Month-to-month","1-1",0.584887238549122,29,0.429487179487179,1,2.32835820895522
"7783-YKGDV","Female","Month-to-month","1-1",0.709991206116126,30,0.429487179487179,1,2.32835820895522
"5609-CEBID","Female","Month-to-month","1-1",0.593513203028624,32,0.429487179487179,1,2.32835820895522
"6825-UYPFK","Female","Month-to-month","1-1",0.263500072055162,33,0.429487179487179,1,2.32835820895522
"3003-CMDUU","Female","Month-to-month","1-1",0.396167733836611,38,0.429487179487179,1,2.32835820895522
"5644-PDMZC","Female","Month-to-month","1-1",0.819340086056897,39,0.429487179487179,1,2.32835820895522
"1635-FJFCC","Female","Month-to-month","1-1",0.40348133783061,47,0.429487179487179,1,2.32835820895522
"4718-DHSMV","Female","Month-to-month","1-1",0.456762988394675,49,0.429487179487179,1,2.32835820895522
"7521-AFHAB","Female","Month-to-month","1-1",0.387376426342668,50,0.429487179487179,1,2.32835820895522
"4257-GAESD","Female","Month-to-month","1-1",0.310547207339119,51,0.429487179487179,1,2.32835820895522
"2123-AGEEN","Female","Month-to-month","1-1",0.690550746131037,52,0.429487179487179,1,2.32835820895522
"1051-GEJLJ","Female","Month-to-month","1-1",0.297038083037222,53,0.429487179487179,1,2.32835820895522
"6103-BOCOU","Female","Month-to-month","1-1",0.409063727264207,54,0.429487179487179,1,2.32835820895522
"0811-GSDTP","Female","Month-to-month","1-1",0.252809557970141,56,0.429487179487179,1,2.32835820895522
"5879-SESNB","Female","Month-to-month","1-1",0.420385205790098,58,0.429487179487179,1,2.32835820895522
"9369-XFEHK","Female","Month-to-month","1-1",0.428586956761993,59,0.429487179487179,1,2.32835820895522
"2604-XVDAM","Female","Month-to-month","1-1",0.285093554759144,60,0.429487179487179,1,2.32835820895522
"6641-XRPSU","Female","Month-to-month","1-1",0.323112073713309,61,0.429487179487179,1,2.32835820895522
"6166-ILMNY","Female","Month-to-month","1-1",0.635621645215317,68,0.429487179487179,1,2.32835820895522
"3522-CDKHF","Female","Month-to-month","1-1",0.367288883772569,70,0.429487179487179,1,2.32835820895522
"0411-EZJZE","Female","Month-to-month","1-1",0.357054021934272,71,0.429487179487179,1,2.32835820895522
"4086-YQSNZ","Female","Month-to-month","1-1",0.773050088009924,73,0.429487179487179,1,2.32835820895522
"6242-MBHPK","Female","Month-to-month","1-1",0.646365382324567,74,0.429487179487179,1,2.32835820895522
"6789-HJBWG","Female","Month-to-month","1-1",0.296352984959668,75,0.429487179487179,1,2.32835820895522
"9408-HRXRK","Female","Month-to-month","1-1",0.498634453361264,81,0.429487179487179,1,2.32835820895522
"7595-EUIVN","Female","Month-to-month","1-1",0.72227418004946,83,0.429487179487179,1,2.32835820895522
"4030-VPZBD","Female","Month-to-month","1-1",0.377396990665531,84,0.429487179487179,1,2.32835820895522
"1251-STYSZ","Female","Month-to-month","1-1",0.749361832858737,88,0.429487179487179,1,2.32835820895522
"2845-HSJCY","Female","Month-to-month","1-1",0.586447111580061,90,0.429487179487179,1,2.32835820895522
"3793-MMFUH","Female","Month-to-month","1-1",0.653191856311537,91,0.429487179487179,1,2.32835820895522
"5419-CONWX","Female","Month-to-month","1-1",0.853601712250412,92,0.429487179487179,1,2.32835820895522
"8785-CJSHH","Female","Month-to-month","1-1",0.310872096478779,93,0.429487179487179,1,2.32835820895522
"9052-VKDUW","Female","Month-to-month","1-1",0.325568760041584,94,0.429487179487179,1,2.32835820895522
"9546-CQJSU","Female","Month-to-month","1-1",0.58741481836575,95,0.429487179487179,1,2.32835820895522
"4472-VESGY","Female","Month-to-month","1-1",0.430216450986486,96,0.429487179487179,1,2.32835820895522
"2811-POVEX","Female","Month-to-month","1-1",0.553873146744814,98,0.429487179487179,1,2.32835820895522
"0661-XEYAN","Female","Month-to-month","1-1",0.592672726992384,99,0.429487179487179,1,2.32835820895522
"8519-QJGJD","Female","Month-to-month","1-1",0.341550377920461,101,0.429487179487179,1,2.32835820895522
"0799-DDIHE","Female","Month-to-month","1-1",0.2842753804093,103,0.429487179487179,1,2.32835820895522
"8017-LXHFA","Female","Month-to-month","1-1",0.642343254853617,105,0.429487179487179,1,2.32835820895522
"4248-QPAVC","Female","Month-to-month","1-1",0.656246735079668,106,0.429487179487179,1,2.32835820895522
"4829-AUOAX","Female","Month-to-month","1-1",0.308321094094321,108,0.429487179487179,1,2.32835820895522
"4116-TZAQJ","Female","Month-to-month","1-1",0.479420749107357,113,0.429487179487179,1,2.32835820895522
"7551-JOHTI","Female","Month-to-month","1-1",0.298761354568253,114,0.429487179487179,1,2.32835820895522
"3198-VELRD","Female","Month-to-month","1-1",0.733509031657826,115,0.429487179487179,1,2.32835820895522
"1803-BGNBD","Female","Month-to-month","1-1",0.308113668014609,116,0.429487179487179,1,2.32835820895522
"8623-ULFNQ","Female","Month-to-month","1-1",0.308796740065109,118,0.429487179487179,1,2.32835820895522
"4911-BANWH","Female","Month-to-month","1-1",0.304801847514131,120,0.429487179487179,1,2.32835820895522
"7054-LGEQW","Female","Month-to-month","1-1",0.528695955262917,122,0.429487179487179,1,2.32835820895522
"0923-PNFUB","Female","Month-to-month","1-1",0.680917116557949,123,0.429487179487179,1,2.32835820895522
"8840-DQLGN","Female","Month-to-month","1-1",0.465204717990766,124,0.429487179487179,1,2.32835820895522
"9828-AOQLM","Female","Month-to-month","1-1",0.519829031806404,132,0.429487179487179,1,2.32835820895522
